seq,time,x,y
353,22.789997721,13.2483549118042,-3.5332272052764893
354,22.79999772,13.236780166625977,-3.555417537689209
355,22.829997717,13.200783729553223,-3.6213018894195557
356,22.839997716,13.188374519348145,-3.6430349349975586
357,22.849997715,13.175765037536621,-3.664651393890381
358,22.929997707,13.067838668823242,-3.833214044570923
359,22.939997706,13.053491592407227,-3.8537163734436035
360,22.949997705,13.038961410522461,-3.8740901947021484
361,22.989997701,12.979008674621582,-3.9542407989501953
362,23.139997686,12.729976654052734,-4.234707355499268
363,23.29999767,12.426226615905762,-4.495006084442139
364,23.49999765,12.00433349609375,-4.76312780380249
365,23.539997646,11.91593074798584,-4.809948921203613
366,23.549997645,11.893678665161133,-4.821358680725098
367,23.609997639,11.759276390075684,-4.888001441955566
368,23.779997622,11.373895645141602,-5.06718111038208
369,23.979997602,10.917908668518066,-5.272313594818115
370,24.049997595,10.762395858764648,-5.35474157333374
371,24.09999759,10.660245895385742,-5.427199363708496
372,24.249997575,10.36789321899414,-5.662099838256836
373,24.349997565,10.185386657714844,-5.833069801330566
374,24.479997552,9.965460777282715,-6.072449684143066
375,24.549997545,9.855578422546387,-6.208719730377197
376,24.639997536,9.721015930175781,-6.389088153839111
377,24.69999753,9.63499641418457,-6.512001037597656
378,24.789997521,9.510804176330566,-6.699639320373535
379,24.859997514,9.415745735168457,-6.8465704917907715
380,24.889997511,9.375109672546387,-6.909607887268066
381,24.89999751,9.361543655395508,-6.930606842041016
382,24.949997505,9.293410301208496,-7.035407543182373
383,25.009997499,9.211048126220703,-7.160774230957031
384,25.159997484,8.99985408782959,-7.470675945281982
385,25.229997477,8.895304679870605,-7.611058712005615
386,25.359997464,8.688552856445312,-7.861870288848877
387,25.459997454,8.517281532287598,-8.044093132019043
388,25.49999745,8.445448875427246,-8.11375617980957
389,25.659997434,8.137581825256348,-8.369184494018555
390,25.829997417,7.7787885665893555,-8.596980094909668
391,26.09999739,7.168015480041504,-8.885820388793945
392,26.309997369,6.783858299255371,-9.24142074584961
393,26.539997346,6.530967712402344,-9.758453369140625
394,26.819997318,6.155123710632324,-10.347844123840332
395,26.9999973,5.8946533203125,-10.714753150939941
396,27.09999729,5.7995686531066895,-10.946552276611328
397,27.319997268,5.704695701599121,-11.488617897033691
398,27.449997255,5.621349811553955,-11.802977561950684
399,27.539997246,5.536747932434082,-12.011724472045898
400,27.69999723,5.351574897766113,-12.36700439453125
401,28.009997199,5.260129928588867,-13.127509117126465
402,28.289997171,5.407159328460693,-13.812029838562012
403,28.359997164,5.433791637420654,-13.985025405883789
404,28.609997139,5.472488880157471,-14.60847282409668
405,28.689997131,5.46404504776001,-14.80837631225586
406,28.839997116,5.419424057006836,-15.180752754211426
407,29.069997093,5.281569957733154,-15.738750457763672
408,29.179997082,5.18944787979126,-15.997912406921387
409,29.409997059,4.975029468536377,-16.532270431518555
410,29.639997036,4.990602493286133,-17.10311508178711
411,29.849997015,5.197039604187012,-17.58612823486328
412,30.049996995,5.395346641540527,-18.04509735107422
413,30.259996974,5.551902770996094,-18.54607582092285
414,30.359996964,5.598886966705322,-18.79176139831543
415,30.569996943,5.625293254852295,-19.315805435180664
416,30.689996931,5.593377590179443,-19.614267349243164
417,30.759996924,5.558876991271973,-19.785991668701172
418,30.929996907,5.430566787719727,-20.191158294677734
419,31.109996889,5.235352516174316,-20.596548080444336
420,31.159996884,5.172237396240234,-20.704490661621094
421,31.189996881,5.133087635040283,-20.76848030090332
422,31.229996877,5.079967975616455,-20.85321044921875
423,31.239996876,5.066591262817383,-20.874332427978516
424,31.279996872,5.012852191925049,-20.958667755126953
425,31.289996871,4.999402046203613,-20.979740142822266
426,31.309996869,4.972491264343262,-21.021881103515625
427,31.329996867,4.945631980895996,-21.064054489135742
428,31.339996866,4.932229995727539,-21.085159301757812
429,31.379996862,4.878830909729004,-21.16971206665039
430,31.389996861,4.865572452545166,-21.190908432006836
431,31.429996857,4.813058853149414,-21.276020050048828
432,31.439996856,4.800100326538086,-21.29740333557129
433,31.489996851,4.73649787902832,-21.405040740966797
434,31.529996847,4.68735408782959,-21.492164611816406
435,31.539996846,4.675358295440674,-21.514108657836914
436,31.589996841,4.617306709289551,-21.6248722076416
437,31.629996837,4.5734453201293945,-21.714799880981445
438,31.639996836,4.562867641448975,-21.737468719482422
439,31.649996835,4.552450180053711,-21.760211944580078
440,31.679996832,4.522182464599609,-21.828882217407227
441,31.689996831,4.5124287605285645,-21.851919174194336
442,31.759996824,4.446916103363037,-22.014211654663086
443,31.79999682,4.409786224365234,-22.107101440429688
444,31.839996816,4.370029449462891,-22.199020385742188
445,31.849996815,4.359394550323486,-22.221698760986328
446,31.89999681,4.3009033203125,-22.332612991333008
447,31.939996806,4.247459888458252,-22.417505264282227
448,31.949996805,4.2332234382629395,-22.438154220581055
449,31.9999968,4.157351016998291,-22.537860870361328
450,32.039996796,4.0917463302612305,-22.613588333129883
451,32.049996795,4.074739933013916,-22.63197898864746
452,32.079996792,4.022383689880371,-22.68585205078125
453,32.089996791,4.004505634307861,-22.703388214111328
454,32.09999679,3.986419200897217,-22.720706939697266
455,32.189996781,3.814814567565918,-22.866636276245117
456,32.19999678,3.7948174476623535,-22.881710052490234
457,32.229996777,3.7337706089019775,-22.925491333007812
458,32.239996776,3.7130720615386963,-22.93958854675293
459,32.249996775,3.6922035217285156,-22.953433990478516
460,32.29999677,3.5854382514953613,-23.018815994262695
461,32.409996759,3.3379592895507812,-23.139333724975586
462,32.449996755,3.244349718093872,-23.174949645996094
463,32.509996749,3.1010162830352783,-23.219913482666016
464,32.539996746,3.028231143951416,-23.238502502441406
465,32.569996743,2.9548323154449463,-23.254486083984375
466,32.579996742,2.9302456378936768,-23.259235382080078
467,32.589996741,2.905604839324951,-23.26369285583496
468,32.59999674,2.880913496017456,-23.267858505249023
469,32.639996736,2.781710147857666,-23.281614303588867
470,32.689996731,2.656968593597412,-23.29221534729004
471,32.729996727,2.5568583011627197,-23.295284271240234
472,32.739996726,2.53181791305542,-23.295310974121094
473,32.749996725,2.506779193878174,-23.2950439453125
474,32.789996721,2.4067063331604004,-23.29104232788086
475,32.79999672,2.3817262649536133,-23.289308547973633
476,32.89999671,2.133690357208252,-23.256057739257812
477,32.939996706,2.0358316898345947,-23.234786987304688
478,32.949996705,2.011526107788086,-23.22878074645996
479,32.989996701,1.9150259494781494,-23.202054977416992
480,33.019996698,1.8434643745422363,-23.17928695678711
481,33.039996696,1.7961781024932861,-23.16285514831543
482,33.049996695,1.7726621627807617,-23.154287338256836
